"maxVal"	"cluster"	"correct"	"trueCluster"	"X21Q.AMP"	"SUM.CNAS.C2"	"SUMCNAS.C5"	"X2P16.1.AMP"	"X9P21.3.DEL"	"X18Q.AMP"	"B2M.CD70.PD1.FAS.COM"	"BCL2.COMP"	"TP53.BIALLELIC"	"PI3K.MOD"	"BLC10.NOTCH2.A20.SPEN"	"CHROM.MOD.ENZYMES"	"HIST.COMP"	"NFKBALT.RASALT.JAK.STAT.ALT.RHOA.SGK1.KLH6.CD58.CD83"	"SUMC4.MUT"	"MYD88.L265"	"MYD88.OTHER"	"CD79B.MYD88.TBL1XR1.BLIMP.ETV6.ZC3H12A"
"dlbcl_ls1899"	0.828971445560455	5	TRUE	5	0	2	0	0	0	0	0	0	0	0	0	0	1	2	7	0	0	0
"dlbcl_ricover_701"	0.840796232223511	5	TRUE	5	0	0	0	0	0	0	0	0	0	0	1	0	2	6	10	0	0	0
"dlbcl_c_d_1148_nullpair"	0.845588564872742	5	TRUE	5	0	4	0	2	0	0	2	0	0	4	0	0	2	9	12	0	0	0
"dlbcl_c_d_1151_nullpair"	0.847196161746979	5	TRUE	5	1	3	0	0	0	0	2	0	3	4	0	0	3	8	13	0	0	1
"dlbcl_ricover_274"	0.848175227642059	5	TRUE	5	0	6	0	0	0	0	0	0	2	0	0	0	10	2	14	2	0	2
"dlbcl_ricover_1247"	0.851665675640106	5	TRUE	5	0	0	0	0	0	0	0	0	0	0	0	0	3	4	9	0	0	2
"dlbcl_ricover_338"	0.859577417373657	5	TRUE	5	0	1	0	0	0	0	2	0	0	0	0	0	0	4	8	0	0	0
"dlbcl_ricover_1045"	0.863936603069305	5	TRUE	5	0	2	2	0	0	0	2	0	0	0	0	0	2	6	10	0	2	2
"dlbcl_ls3499"	0.87218701839447	5	TRUE	5	0	3	0	2	0	0	2	0	0	0	0	0	5	2	7	0	0	0
"dlbcl_ricover_361"	0.87234365940094	5	TRUE	5	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	0	0	0
"dlbcl_c_d_1153_nullpair"	0.878459632396698	5	TRUE	5	0	7	2	0	0	1	0	0	0	0	0	0	8	2	10	0	0	0
"dlbcl_ricover_1138"	0.88159054517746	5	TRUE	5	0	2	0	0	0	0	4	0	0	0	2	0	4	12	17	0	0	0
"dlbcl_bwh_dlbcl64"	0.888359427452087	5	FALSE	1	0	8	0	2	0	0	0	0	0	0	0	2	6	4	10	0	0	0
"dlbcl_ricover_950"	0.89143967628479	5	TRUE	5	0	0	0	0	0	0	0	0	0	2	0	0	3	4	9	0	0	0
"dlbcl_ls3271"	0.907307803630829	5	TRUE	5	0	1	0	0	0	0	0	0	0	0	0	0	7	6	17	0	0	2
"dlbcl_ricover_692"	0.907446682453156	5	TRUE	5	0	6	1	2	0	0	2	0	0	2	2	0	7	4	17	0	0	2
"dlbcl_mc_f139_ljf"	0.915569245815277	5	TRUE	5	1	6	0	1	0	0	2	0	0	0	0	2	4	14	23	0	0	2
